datetime,openPrice,closePrice,highPrice,lowPrice
201803130102,990380,991508,991665,990380
201803130103,991508,991041,991619,991030
201803130104,991042,989777,991049,988917
201803130105,989777,989519,989786,988770
201803130106,989519,988141,989907,987983
201803130107,988223,989059,989117,987798
201803130108,989029,989394,989766,988869
201803130109,989399,988659,990268,988647
201803130110,988653,986218,988653,985519
201803130111,986218,986863,987013,985719
201803130112,986989,987644,989020,986989
201803130113,987644,985994,988483,985906
201803130114,986221,987902,987902,985954
201803130115,988022,987280,988140,987205
201803130116,987280,989466,989466,987275
201803130117,989466,989102,990396,988526
201803130118,989106,990039,990039,989064
201803130119,990039,988949,991501,988949
201803130120,988950,989450,989725,988865
201803130121,989450,990504,990652,989448
201803130122,990464,989198,990524,989192
201803130123,989180,988974,989209,986638
201803130124,988953,988502,989049,988317
201803130125,988502,988271,989368,988109
201803130126,988192,987824,988213,987084
201803130127,987934,988684,989772,987934
201803130128,988681,988541,988758,988192
201803130129,988341,988651,988874,988099
201803130130,988651,989005,989154,988622
201803130131,989005,989248,989700,989003
201803130132,989248,990454,990454,988923
201803130133,990454,990385,990464,990043
201803130134,990492,990619,990622,990231
201803130135,990663,990185,990712,989591
201803130136,990185,990690,991223,989666
201803130137,990990,992326,992665,990990
201803130138,992326,991360,992531,991277
201803130139,991561,991022,991561,990913
201803130140,991024,989544,991145,989102
201803130141,989549,987352,989888,985975
201803130142,987362,986008,987465,984862
201803130143,986008,985446,987151,985446
201803130144,985446,978540,985446,978540
201803130145,978540,983760,984327,978537
201803130146,983401,982651,984329,982226
201803130147,982651,979257,982651,979257
201803130148,979236,981476,981476,978880
201803130149,982075,981161,982153,980058
201803130150,981161,982852,983047,981161
201803130151,982552,981565,982720,981012
201803130152,981560,983123,983123,981560
201803130153,983120,982636,983738,982216
201803130154,982631,981225,982934,980933
201803130155,981178,982243,982290,980943
201803130156,982243,980596,982507,980596
201803130157,980596,975516,980596,974075
201803130158,975516,977185,978643,975516
201803130159,977185,977966,978402,976473
201803130200,977966,975196,978133,975195
201803130201,975172,974890,975172,971007
201803130202,974872,977217,977217,974872
201803130203,977244,978132,979549,977244
201803130204,978132,979310,979310,977849
201803130205,979310,980202,980205,979271
201803130206,980202,980440,980460,980036
201803130207,980440,981745,982139,979994
201803130208,981745,982688,983836,981745
201803130209,982688,980848,982729,980260
201803130210,980850,981594,982038,980830
201803130211,981609,980685,981609,980585
201803130212,980790,981112,981250,980535
201803130213,981262,981012,981262,980260
201803130214,981012,979709,981279,979242
201803130215,979709,980943,981244,979409
201803130216,980943,980897,981144,980707
201803130217,980889,979803,981081,979803
201803130218,979803,980668,980830,979803
201803130219,980668,977336,980668,977258
201803130220,977336,978222,978425,976277
201803130221,978222,979562,979562,978206
201803130222,979562,979442,980365,979442
201803130223,979442,979010,979472,978677
201803130224,978766,979662,979995,978766
201803130225,979662,981387,982144,979647
201803130226,981387,983441,983441,981094
201803130227,983441,982969,983456,982657
201803130228,982967,982707,983000,982420
201803130229,982712,982004,983207,981277
201803130230,982167,985122,985394,982167
201803130231,985122,985066,986267,984295
201803130232,985069,982218,985254,981611
201803130233,982143,983695,983720,981933
201803130234,983695,981726,983910,981535
201803130235,981723,981672,981758,981121
201803130236,981672,982297,982303,981134
201803130237,982302,982871,982888,982195
201803130238,982871,983231,983231,982676
201803130239,983231,983425,983489,982937
201803130240,983425,981615,983425,981600
201803130241,981615,980768,981615,980052
201803130242,980768,981394,981394,980312
201803130243,981395,982179,982179,981395
201803130244,982180,982899,982899,981423
201803130245,982899,981748,983225,981409
201803130246,981750,978284,981750,977622
201803130247,978284,980334,980334,978180
201803130248,980324,981495,981733,980123
201803130249,981509,982433,983018,981048
201803130250,982433,982729,983047,982190
201803130251,982729,982022,982729,981654
201803130252,982007,982596,982774,981703
201803130253,982596,982721,983294,982210
201803130254,982721,982936,983138,982716
201803130255,982936,982177,982936,981942
201803130256,982177,982103,982547,981669
201803130257,982108,982462,982625,981785
201803130258,982459,980594,982459,980287
201803130259,980594,981623,981683,980161
201803130300,981483,982199,982199,980892
201803130301,982199,981943,982214,981812
201803130302,981941,980202,982253,979972
201803130303,979902,979989,980502,979404
201803130304,980013,980173,980173,977253
201803130305,980173,979755,980273,978577
201803130306,979755,979423,979755,978578
201803130307,979423,977423,979743,976530
201803130308,977423,979314,979314,977423
201803130309,979312,977704,979421,977702
201803130310,977704,979621,979621,977632
201803130311,979610,980373,980995,979514
201803130312,980370,976825,980370,976805
201803130313,976825,978386,978386,976178
201803130314,978386,975976,978562,975381
201803130315,975976,976311,976391,975054
201803130316,975936,972990,976067,972990
201803130317,972990,969986,973094,969011
201803130318,970493,971442,971442,968546
201803130319,971887,969295,973139,968969
201803130320,969295,963433,969295,963156
201803130321,963433,966628,967417,961808
201803130322,966584,966124,967519,964917
201803130323,966872,966697,967073,964759
201803130324,966682,966638,968050,966246
201803130325,966638,967274,967333,965708
201803130326,967294,968106,968106,967265
201803130327,968106,969730,969980,967872
201803130328,969695,969018,969807,967875
201803130329,969018,969185,971235,969018
201803130330,969185,969082,969698,968644
201803130331,969082,969362,969629,968732
201803130332,969362,971191,971398,969362
201803130333,971188,972587,972610,971057
201803130334,972587,972868,975520,972241
201803130335,972853,974589,975082,971573
201803130336,974589,973594,974676,973110
201803130337,973605,973114,974640,972819
201803130338,973117,972679,973117,972631
201803130339,972679,974663,974813,972679
201803130340,974663,973610,974663,973610
201803130341,973610,973468,973916,972283
201803130342,973468,973276,973574,971625
201803130343,973344,974433,975006,972903
201803130344,974133,973262,974138,972985
201803130345,973252,972833,973514,972824
201803130346,972833,974324,974324,972574
201803130347,974324,975526,975526,974301
201803130348,975526,975239,976197,974829
201803130349,975239,974667,975613,974667
201803130350,974726,974896,975039,974421
201803130351,974896,973763,975089,973679
201803130352,973728,972066,974112,971005
201803130353,972066,971000,972823,971000
201803130354,970998,971945,972574,970527
201803130355,971945,969190,972048,968758
201803130356,969190,971908,972075,969036
201803130357,971908,971874,972170,971348
201803130358,971874,973495,973785,971824
201803130359,973195,974194,974809,973170
201803130400,974194,972408,974239,972408
201803130401,972413,973293,973691,971632
201803130402,973293,974627,974982,973293
201803130403,974627,975027,975180,973610
201803130404,974725,979754,980983,974725
201803130405,979739,984375,984375,979739
201803130406,984375,984309,984493,982837
201803130407,984031,988621,989240,983801
201803130408,988621,990444,990899,988294
201803130409,990444,993938,994499,990313
201803130410,993938,991204,994176,990827
201803130411,991206,992865,995053,990787
201803130412,992974,997054,999484,992808
201803130413,996982,997963,1001305,996309
201803130414,999206,998484,999630,997560
201803130415,998424,1003617,1003737,998424
201803130416,1003692,1002278,1008044,1000613
201803130417,1001984,1001946,1003781,999404
201803130418,1002242,998225,1003013,998225
201803130419,998742,1002749,1003625,998134
201803130420,1002749,1003593,1003670,1000567
201803130421,1003660,1002639,1003775,1000901
201803130422,1002636,1000633,1002716,1000505
201803130423,1000631,1000579,1001097,999581
201803130424,1000640,1000631,1001689,1000157
201803130425,1000638,1003315,1003613,1000413
201803130426,1003340,1003911,1003911,1002032
201803130427,1003878,1002220,1005787,1001441
201803130428,1002220,1004291,1004362,1002215
201803130429,1004091,1001920,1004428,1001891
201803130430,1001920,1003279,1004566,1001919
201803130431,1003279,1001374,1004321,1001098
201803130432,1001374,1001453,1001994,1000655
201803130433,1001470,1001861,1002549,1001350
201803130434,1001861,1002466,1002917,1001846
201803130435,1002466,1001110,1002466,1000847
201803130436,1001105,1002740,1003428,1001098
201803130437,1002740,1004410,1004847,1002740
201803130438,1004410,1003350,1004417,1003218
201803130439,1003422,1004587,1004595,1003362
201803130440,1004586,1005476,1006534,1004586
201803130441,1005476,1008240,1010179,1004981
201803130442,1008240,1013497,1013497,1007875
201803130443,1013835,1017205,1017766,1012354
201803130444,1016722,1015834,1016951,1013723
201803130445,1015839,1016459,1017834,1015333
201803130446,1016722,1014170,1016722,1014170
201803130447,1014355,1013932,1015170,1013578
201803130448,1014030,1013636,1014790,1013636
201803130449,1013591,1013413,1014403,1013038
201803130450,1013418,1014198,1014443,1013334
